id	name_tech	name_iso	how	colors_iso	colors_intersection	opacity_isos	opacity_intersection	shape	region_id	date	adresses	nb_adresses	id_location	time	jump	duration	step	simplify	excluded_modes	buffer_radar	around	origine_screen	only_overlay	only_buffer	buffer_times	buffer_opacity	buffer_color	buffer_contour_size	export_no_tiles	export_with_tiles	export_anim	Image (théorie)	Lien drive	Liens
iso_type_6-location_3_6	Union_Intersected_Density_-	iso_type_6	symmetric_difference	["#ff0000","#ff0000","#ff0000"]	#ff0000	0.1	0.3	poly	fr-ne	2018-06-28	["151 Avenue du Président Hoover, 59555 Lille","1 Rue de Trévise, 59000 Lille","19 Rue de Bruxelles, 59000 Lille"]	3	6	08:00	0	30	0	None	[]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
iso_type_7-location_3_4	Union_Isos_-	iso_type_7	intersection	["#ff0000","#ff0000","#ff0000"]	#ff0000	0.3	0.3	poly	fr-ne	2018-06-28	["1 Allée du Musée, 59650 Villeneuve-d'Ascq","2 Rue du Ventoux, 59650 Villeneuve-d'Ascq","Place des Buisses, 59800 Lille"]	3	4	08:00	0	30	0	None	[]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
iso_type_7-location_3_5	Union_Isos_-	iso_type_7	intersection	["#ff0000","#ff0000","#ff0000"]	#ff0000	0.3	0.3	poly	fr-ne	2018-06-28	["1 Place de Verdun, 59000 Lille","1 Rue du Château d'Isenghien, 59160 Lomme","33 Rue d'Iéna, 59000 Lille"]	3	5	08:00	0	30	0	None	[]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
iso_type_7-location_3_6	Union_Isos_-	iso_type_7	intersection	["#ff0000","#ff0000","#ff0000"]	#ff0000	0.3	0.3	poly	fr-ne	2018-06-28	["151 Avenue du Président Hoover, 59555 Lille","1 Rue de Trévise, 59000 Lille","19 Rue de Bruxelles, 59000 Lille"]	3	6	08:00	0	30	0	None	[]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
iso_type_8-location_3_4	Difference_Empty_Intersected	iso_type_8	symmetric_difference	["#ff0000","#ff0000","#ff0000"]	#ff0000	0.0	0.3	poly	fr-ne	2018-06-28	["1 Allée du Musée, 59650 Villeneuve-d'Ascq","2 Rue du Ventoux, 59650 Villeneuve-d'Ascq","Place des Buisses, 59800 Lille"]	3	4	08:00	0	30	0	None	[]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
iso_type_8-location_3_5	Difference_Empty_Intersected	iso_type_8	symmetric_difference	["#ff0000","#ff0000","#ff0000"]	#ff0000	0.0	0.3	poly	fr-ne	2018-06-28	["1 Place de Verdun, 59000 Lille","1 Rue du Château d'Isenghien, 59160 Lomme","33 Rue d'Iéna, 59000 Lille"]	3	5	08:00	0	30	0	None	[]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
iso_type_8-location_3_6	Difference_Empty_Intersected	iso_type_8	symmetric_difference	["#ff0000","#ff0000","#ff0000"]	#ff0000	0.0	0.3	poly	fr-ne	2018-06-28	["151 Avenue du Président Hoover, 59555 Lille","1 Rue de Trévise, 59000 Lille","19 Rue de Bruxelles, 59000 Lille"]	3	6	08:00	0	30	0	None	[]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
iso_type_9-location_3_4	Difference_Contour_Isos	iso_type_9	intersection	["#ff0000","#ff0000","#ff0000"]	#ff0000	0.3	0.3	line	fr-ne	2018-06-28	["1 Allée du Musée, 59650 Villeneuve-d'Ascq","2 Rue du Ventoux, 59650 Villeneuve-d'Ascq","Place des Buisses, 59800 Lille"]	3	4	08:00	0	30	0	None	[]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
iso_type_9-location_3_5	Difference_Contour_Isos	iso_type_9	intersection	["#ff0000","#ff0000","#ff0000"]	#ff0000	0.3	0.3	line	fr-ne	2018-06-28	["1 Place de Verdun, 59000 Lille","1 Rue du Château d'Isenghien, 59160 Lomme","33 Rue d'Iéna, 59000 Lille"]	3	5	08:00	0	30	0	None	[]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
iso_type_9-location_3_6	Difference_Contour_Isos	iso_type_9	intersection	["#ff0000","#ff0000","#ff0000"]	#ff0000	0.3	0.3	line	fr-ne	2018-06-28	["151 Avenue du Président Hoover, 59555 Lille","1 Rue de Trévise, 59000 Lille","19 Rue de Bruxelles, 59000 Lille"]	3	6	08:00	0	30	0	None	[]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
1_iso_continu_6_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	1	None	[]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//	#REF!	./with_tiles/iso_continu_6_ori.png	http://drive.google.com/uc?export=view&id=1yuuGoOeY8j0v3OfSqxFj-W8JyamuQgZv
2_iso_continu_6_no_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-20	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	1	None	[]	0		0	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
3_buffer_contour_6_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	None	[]	0		1	0	1	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
4_buffer_contour_6_no_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	None	[]	0		0	0	1	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
5_buffer_6_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	None	[]	0		1	0	1	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.0,0.0,0.0", "0.0,0.0,0.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
6_buffer_6_no_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	None	[]	0		0	0	1	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.0,0.0,0.0", "0.0,0.0,0.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
7_buffer_radar_6_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	None	[]	1		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
8_buffer_radar_6_no_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	None	[]	1		0	1	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
9_variation_heure_cumul_6_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	60,2	30	0	None	[]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
10_variation_heure_cumul_6_no_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	60,2	30	0	None	[]	0		0	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
11_variation_heure_overlay_6_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	60,4	30	0	None	[]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
12_variation_heure_overlay_6_no_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	60,4	30	0	None	[]	0		0	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
13_excluded_modes_bus_6_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	None	["Bus",]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
14_excluded_modes_bus_6_no_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	None	["Bus",]	0		0	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
15_excluded_modes_metro_bus_6_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	None	["Metro","Bus"]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
16_excluded_modes_metro_bus_6_no_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	None	["Metro","Bus"]	0		0	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
17_stabilite_20metres_6_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	None	[]	0	20,3	1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
18_stabilite_20metres_6_no_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	None	[]	0	20,3	0	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
19_stabilite_200metres_6_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	None	[]	0	200,3	1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
20_stabilite_200metres_6_no_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	None	[]	0	200,3	0	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
21_simplified_simplify_6_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	simplify	[]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
22_simplified_simplify_6_no_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	simplify	[]	0		0	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
23_simplified_convex_6_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	convex	[]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
24_simplified_convex_6_no_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	convex	[]	0		0	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
25_simplified_envelope_6_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	envelope	[]	0		1	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
26_simplified_envelope_6_no_ori			intersection	['#440154', '#404387', '#29788E', '#22A784', '#79D151', '#FDE724']	#ff0000	0.3	0.5	poly	fr-ne	2018-07-19	["Avenue du 43e régiment d'infanterie, 59800 Lille","100 Avenue Willy Brandt, 59777 Lille","20 Rue Élisée Reclus, 59650 Villeneuve-d'Ascq","6 Chemin Charlie Parker 59650 Villeneuve-d'Ascq","10 Rue Esquermoise, 59800 Lille","36 Avenue Marx Dormoy, 59000 Lille"]	6		08:00	0	30	0	envelope	[]	0		0	0	0	["10,20,30", "10,20,30"]	[0.5, 0.5]	["#ff0000","#0000ff"]	["0.5,1.0,2.0", "0.5,1.0,2.0"]	.//output_png/tests//no_tiles//	.//output_png//tests//with_tiles//	.//output_png//tests//animation//			
